Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],A-AtomicNumber,A-AtomicMass,A-NumberofNeutrons,A-NumberofProtons,A-NumberofElectrons,A-Period,A-Group,A-AtomicRadius,A-Electronegativity,A-FirstIonization,A-Density,A-MeltingPoint,A-BoilingPoint,A-NumberOfIsotopes,A-SpecificHeat,A-NumberofShells,B-AtomicNumber,B-AtomicMass,B-NumberofNeutrons,B-NumberofProtons,B-NumberofElectrons,B-Period,B-Group,B-Electronegativity,B-FirstIonization,B-Density,B-MeltingPoint,B-BoilingPoint,B-NumberOfIsotopes,B-SpecificHeat,B-NumberofShells,Vacancy energy [eV/O atom]
HoCsO3,Ho,Cs,FALSE,not balanced,not balanced,1.12,1.67,orthorhombic,-1.949,0.552,0,18.203,0.352,5.111,6.032,11.81,90,90,90,67,164.93,98,67,67,6,,2.5,1.23,6.0215,8.8,1743.15,2993,29,0.165,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
InCsO3,In,Cs,FALSE,not balanced,not balanced,0.92,1.67,orthorhombic,-0.889,0.609,-,17.215,0.216,4.859,5.957,11.895,90,90,90,49,114.818,66,49,49,5,13,2,1.78,5.7864,7.31,429.91,2345,34,0.233,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
IrCsO3,Ir,Cs,FALSE,not balanced,not balanced,0.63,1.67,rhombohedral,-1.181,0.08,0.4,23.465,0.949,6.774,6.774,6.774,63.1,63.1,63.1,77,192.217,115,77,77,6,9,1.9,2.2,8.967,22.6,2716.15,4701,25,0.131,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
KCsO3,K,Cs,FALSE,not balanced,not balanced,1.64,1.67,cubic,-0.251,0.898,-,17.325,0,4.425,4.425,4.425,90,90,90,19,39.098,20,19,19,4,1,2.8,0.82,4.3407,0.862,336.5,1032,10,0.757,4,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.19
LaCsO3,La,Cs,FALSE,not balanced,not balanced,1.36,1.67,tetragonal,-1.739,0.681,0.001,19.328,0,3.878,3.878,6.427,90,90,90,57,138.905,82,57,57,6,3,2.7,1.1,5.5769,6.15,1193.15,3737,19,0.195,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
LiCsO3,Li,Cs,FALSE,not balanced,not balanced,0.92,1.67,cubic,0.015,1.306,-,16.48,0,4.352,4.352,4.352,90,90,90,3,6.941,4,3,3,2,1,2.1,0.98,5.3917,0.534,453.85,1615,5,3.582,2,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.652
LuCsO3,Lu,Cs,FALSE,not balanced,not balanced,1.03,1.67,-,-,-,-,-,-,-,-,-,-,-,-,71,174.967,104,71,71,6,,2.3,1.27,5.4259,9.84,1936.15,3675,22,0.154,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
MgCsO3,Mg,Cs,FALSE,not balanced,not balanced,0.89,1.67,cubic,0.051,1.871,-,17.518,0,4.441,4.441,4.441,90,90,90,12,24.305,12,12,12,3,2,1.7,1.31,7.6462,1.74,923.15,1363,8,1.023,3,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-2.627
MnCsO3,Mn,Cs,FALSE,not balanced,not balanced,0.96,1.67,-,-,-,-,-,-,-,-,-,-,-,-,25,54.938,30,25,25,4,7,1.8,1.55,7.434,7.44,1519.15,2334,11,0.479,4,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
MoCsO3,Mo,Cs,FALSE,not balanced,not balanced,0.73,1.67,orthorhombic,-2.114,0.066,0.02,20.73,0,5.56,6.549,11.387,90,90,90,42,95.96,54,42,42,5,6,2,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
NaCsO3,Na,Cs,FALSE,not balanced,not balanced,1.39,1.67,cubic,-0.125,1.051,-,16.632,0,4.365,4.365,4.365,90,90,90,11,22.99,12,11,11,3,1,2.2,0.93,5.1391,0.971,371.15,1156,7,1.228,3,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.46
NbCsO3,Nb,Cs,FALSE,not balanced,not balanced,0.77,1.67,orthorhombic,-2.574,0.102,0,21.793,3.412,6.001,6.281,11.563,90,90,90,41,92.906,52,41,41,5,5,2.1,1.6,6.7589,8.57,2741.15,5017,24,0.265,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
NdCsO3,Nd,Cs,FALSE,not balanced,not balanced,1.27,1.67,-,-,-,-,-,-,-,-,-,-,-,-,60,144.242,84,60,60,6,,2.6,1.14,5.525,7.01,1289.15,3347,16,0.19,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
NiCsO3,Ni,Cs,FALSE,not balanced,not balanced,0.59,1.67,-,-,-,-,-,-,-,-,-,-,-,-,28,58.693,31,28,28,4,10,1.6,1.91,7.6398,8.91,1726.15,3186,11,0.444,4,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
NpCsO3,Np,Cs,FALSE,element not in BV,element not in BV,0.98,1.67,-,-,-,-,-,-,-,-,-,-,-,-,93,237,144,93,93,7,,,1.36,6.2657,20.5,913.15,4273,153,,7,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
OsCsO3,Os,Cs,FALSE,element not in BV,element not in BV,0.57,1.67,orthorhombic,-1.383,0.042,0.2,24.423,0.806,6.722,7.19,10.107,90,90,90,76,190.23,114,76,76,6,8,1.9,2.2,8.4382,22.6,3300.15,5285,19,0.13,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
PaCsO3,Pa,Cs,FALSE,element not in BV,element not in BV,0.95,1.67,-,-,-,-,-,-,-,-,-,-,-,-,91,231.036,140,91,91,7,,,1.5,5.89,15.4,1873.15,4300,14,,7,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
PbCsO3,Pb,Cs,FALSE,not balanced,not balanced,1.49,1.67,orthorhombic,-0.844,0.381,-,18.534,0,4.87,5.785,13.158,90,90,90,82,207.2,125,82,82,6,14,1.8,2.33,7.4167,11.3,600.75,2022,29,0.129,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.351
PdCsO3,Pd,Cs,FALSE,not balanced,not balanced,0.75,1.67,orthorhombic,-0.714,0.188,-,19.999,0,6.351,6.642,9.483,90,90,90,46,106.42,60,46,46,5,10,1.8,2.2,8.3369,12,1825.15,3236,21,0.244,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-11.243
PmCsO3,Pm,Cs,FALSE,element not in BV,element not in BV,1.14,1.67,orthorhombic,-1.872,0.53,0,19.32,0.504,5.493,6.203,11.34,90,90,90,61,145,84,61,61,6,,2.6,1.13,5.582,7.26,1204.15,3273,14,,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
PrCsO3,Pr,Cs,FALSE,not balanced,not balanced,1.18,1.67,-,-,-,-,-,-,-,-,-,-,-,-,59,140.908,82,59,59,6,,2.7,1.13,5.473,6.77,1204.15,3793,15,0.193,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
PtCsO3,Pt,Cs,FALSE,element not in BV,element not in BV,0.67,1.67,orthorhombic,-0.823,0.18,0.2,22.346,0,5.953,7.003,10.721,90,90,90,78,195.084,117,78,78,6,10,1.8,2.28,8.9587,21.5,2045.15,4098,32,0.133,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
PuCsO3,Pu,Cs,FALSE,element not in BV,element not in BV,0.96,1.67,-,-,-,-,-,-,-,-,-,-,-,-,94,244,150,94,94,7,,,1.28,6.0262,19.8,913.15,3501,163,,7,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
RbCsO3,Rb,Cs,FALSE,not balanced,not balanced,1.72,1.67,cubic,-0.253,0.879,-,17.848,0,4.469,4.469,4.469,90,90,90,37,85.468,48,37,37,5,1,3,0.82,4.1771,1.53,312.79,961,20,0.363,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.17
ReCsO3,Re,Cs,FALSE,5,1,0.58,1.67,cubic,1.459,3.389,1.033,17.612,0,4.449,4.449,4.449,90,90,90,75,186.207,111,75,75,6,7,2,1.9,7.8335,21,3453.15,5869,21,0.137,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
RhCsO3,Rh,Cs,FALSE,not balanced,not balanced,0.61,1.67,orthorhombic,-1.004,0.156,0,19.351,0,5.133,6.465,11.662,90,90,90,45,102.906,58,45,45,5,9,1.8,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
RuCsO3,Ru,Cs,FALSE,not balanced,not balanced,0.62,1.67,orthorhombic,-1.331,0.089,0.068,18.801,0,5.318,5.932,11.92,90,90,90,44,101.07,57,44,44,5,8,1.9,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
SbCsO3,Sb,Cs,FALSE,not balanced,not balanced,0.68,1.67,cubic,0.496,2.303,-,18.242,0,4.501,4.501,4.501,90,90,90,51,121.76,71,51,51,5,15,1.5,2.05,8.6084,6.69,904.05,1860,29,0.207,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-10.61
ScCsO3,Sc,Cs,FALSE,not balanced,not balanced,0.87,1.67,tetragonal,-1.63,0.837,-0.017,16.029,0,3.465,3.465,6.674,90,90,90,21,44.956,24,21,21,4,3,2.1,1.36,6.5615,2.99,1812.15,3109,15,0.568,4,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
SiCsO3,Si,Cs,FALSE,not balanced,not balanced,0.4,1.67,cubic,0.722,3.207,-,17.631,0,4.451,4.451,4.451,90,90,90,14,28.086,14,14,14,3,14,1.5,1.9,8.1517,2.33,1683.15,3538,8,0.705,3,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-2.713
SmCsO3,Sm,Cs,FALSE,not balanced,not balanced,1.24,1.67,tetragonal,-1.808,0.607,0.006,17.472,0,3.385,3.385,7.623,90,90,90,62,150.36,88,62,62,6,,2.6,1.17,5.6437,7.52,1345.15,2067,17,0.197,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
SnCsO3,Sn,Cs,FALSE,not balanced,not balanced,0.81,1.67,orthorhombic,-1.362,0.324,-,20.745,0.22,5.965,6.918,10.053,90,90,90,50,118.71,69,50,50,5,14,1.7,1.96,7.3439,7.29,505.21,2875,28,0.228,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.696
SrCsO3,Sr,Cs,FALSE,not balanced,not balanced,1.44,1.67,cubic,-0.835,0.985,-,18.43,0,4.517,4.517,4.517,90,90,90,38,87.62,50,38,38,5,2,2.5,0.95,5.6949,2.64,1042.15,1655,18,0.301,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.097
TaCsO3,Ta,Cs,FALSE,not balanced,not balanced,0.74,1.67,rhombohedral,-2.037,0.808,0,23.8,1.439,7.021,7.021,7.021,58.8,58.8,58.8,73,180.948,108,73,73,6,5,2.1,1.5,7.5496,16.7,3269.15,5731,19,0.14,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
TbCsO3,Tb,Cs,FALSE,not balanced,not balanced,1.1,1.67,-,-,-,-,-,-,-,-,-,-,-,-,65,158.925,94,65,65,6,,2.5,1.2,5.8638,8.23,1630.15,3503,24,0.182,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
TcCsO3,Tc,Cs,FALSE,element not in BV,element not in BV,0.6,1.67,orthorhombic,-1.72,0.083,0.205,20.259,0,5.42,6.377,11.721,90,90,90,43,98,55,43,43,5,7,2,1.9,7.28,11.5,2473.15,5150,23,,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
TeCsO3,Te,Cs,FALSE,not balanced,not balanced,0.77,1.67,orthorhombic,-1.388,0.176,-,23.232,0.302,6.235,6.401,11.642,90,90,90,52,127.6,76,52,52,5,16,1.4,2.1,9.0096,6.23,722.8,1261,29,0.202,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-11.316
ThCsO3,Th,Cs,FALSE,not balanced,not balanced,1.21,1.67,orthorhombic,-2.674,0.353,0.184,23.044,0,5.73,5.999,13.409,90,90,90,90,232.038,142,90,90,7,,,1.3,6.3067,11.7,2028.15,5061,12,0.113,7,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
TiCsO3,Ti,Cs,FALSE,not balanced,not balanced,0.74,1.67,cubic,0.423,2.854,0.388,17.714,0,4.458,4.458,4.458,90,90,90,22,47.867,26,22,22,4,4,2,1.54,6.8281,4.54,1933.15,3560,9,0.523,4,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-16.579
TlCsO3,Tl,Cs,FALSE,not balanced,not balanced,1.7,1.67,orthorhombic,-0.462,0.57,-,18.293,0.648,5.458,6.322,10.603,90,90,90,81,204.383,123,81,81,6,13,2.1,2.04,6.1082,11.9,577.15,1746,28,0.129,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.57
TmCsO3,Tm,Cs,FALSE,not balanced,not balanced,1.05,1.67,-,-,-,-,-,-,-,-,-,-,-,-,69,168.934,100,69,69,6,,2.4,1.25,6.1843,9.32,1818.15,2223,18,0.16,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
UCsO3,U,Cs,FALSE,not balanced,not balanced,1.17,1.67,tetragonal,-2.343,0.712,0.2,18.762,1.048,3.608,3.608,7.208,90,90,90,92,238.029,146,92,92,7,,,1.38,6.1941,19,1405.15,4404,15,0.116,7,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
VCsO3,V,Cs,FALSE,not balanced,not balanced,0.72,1.67,-,-,-,-,-,-,-,-,-,-,-,-,23,50.942,28,23,23,4,5,1.9,1.63,6.7462,6.11,2175.15,3680,9,0.489,4,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
WCsO3,W,Cs,FALSE,not balanced,not balanced,0.63,1.67,rhombohedral,-1.921,0.284,0.2,24.231,1.548,6.994,6.994,6.994,60.1,60.1,60.1,74,183.84,110,74,74,6,6,2,2.36,7.864,19.3,3680.15,5828,22,0.132,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
YCsO3,Y,Cs,FALSE,not balanced,not balanced,1.08,1.67,tetragonal,-1.816,0.652,0.399,17.736,0,3.522,3.522,7.151,90,90,90,39,88.906,50,39,39,5,3,2.3,1.22,6.2173,4.47,1799.15,3609,21,0.298,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-
YbCsO3,Yb,Cs,FALSE,not balanced,not balanced,1.04,1.67,cubic,-0.664,1.382,-,17.683,0,4.455,4.455,4.455,90,90,90,70,173.054,103,70,70,6,,2.4,1.1,6.2542,6.97,1097.15,1469,16,0.155,6,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-1.623
ZnCsO3,Zn,Cs,FALSE,not balanced,not balanced,0.9,1.67,cubic,0.525,1.827,-,16.919,0,4.39,4.39,4.39,90,90,90,30,65.38,35,30,30,4,12,1.5,1.65,9.3942,7.13,692.88,1180,15,0.388,4,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-10.323
ZrCsO3,Zr,Cs,FALSE,not balanced,not balanced,0.89,1.67,cubic,0.323,3.033,0.313,18.113,0,4.491,4.491,4.491,90,90,90,40,91.224,51,40,40,5,4,2.2,1.33,6.6339,6.51,2125.15,4682,20,0.278,5,55,132.905,78,55,55,6,1,0.79,3.8939,1.87,301.7,944,22,0.242,6,-8.142
AcCuO3,Ac,Cu,FALSE,element not in BV,element not in BV,1.12,0.68,orthorhombic,-2.241,-0.077,0,11.892,0,5.509,5.528,7.809,90,90,90,89,227,138,89,89,7,3,,1.1,5.17,10.1,1323.15,3471,11,0.12,7,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,1.596
AgCuO3,Ag,Cu,FALSE,not balanced,not balanced,1.28,0.68,orthorhombic,-0.224,0.23,-,10.222,0,5.066,5.322,7.583,90,90,90,47,107.868,61,47,47,5,11,1.8,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-2.405
AlCuO3,Al,Cu,FALSE,3,3,0.54,0.54,cubic,-0.668,1.286,-,9.652,0,3.641,3.641,3.641,90,90,90,13,26.982,14,13,13,3,13,1.8,1.61,5.9858,2.7,933.4,2792,8,0.897,3,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-3.853
AsCuO3,As,Cu,FALSE,3,3,0.58,0.54,cubic,-0.301,0.881,-,10.145,0,3.702,3.702,3.702,90,90,90,33,74.922,42,33,33,4,15,1.3,2.18,9.7886,5.78,1090.15,887,14,0.329,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-0.831
AuCuO3,Au,Cu,FALSE,element not in BV,element not in BV,0.93,0.68,cubic,0.208,0.671,-,10.652,0,3.762,3.762,3.762,90,90,90,79,196.967,118,79,79,6,11,1.8,2.54,9.2255,19.3,1337.73,3129,21,0.129,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-3.202
BCuO3,B,Cu,FALSE,not balanced,not balanced,0.27,0.68,cubic,0.823,2.465,-,9.627,0,3.638,3.638,3.638,90,90,90,5,10.811,6,5,5,2,13,1.2,2.04,8.298,2.34,2573.15,4200,6,1.026,2,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-6.409
BaCuO3,Ba,Cu,FALSE,not balanced,not balanced,1.61,0.68,rhombohedral,-1.458,0.135,-,12.5,0,5.615,5.615,5.615,59.9,59.9,59.9,56,137.327,81,56,56,6,2,2.8,0.89,5.2117,3.59,1002.15,2170,25,0.204,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-0.068
BeCuO3,Be,Cu,FALSE,not balanced,not balanced,0.45,0.68,cubic,-0.098,1.411,-,9.484,0,3.62,3.62,3.62,90,90,90,4,9.012,5,4,4,2,2,1.4,1.57,9.3227,1.85,1560.15,2742,6,1.825,2,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-4.049
BiCuO3,Bi,Cu,FALSE,3,3,1.38,0.54,orthorhombic,-1.063,0.03,-,11.827,0,5.369,5.948,7.408,90,90,90,83,208.98,126,83,83,6,15,1.6,2.02,7.2856,9.81,544.67,1837,19,0.122,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,0.652
CaCuO3,Ca,Cu,FALSE,not balanced,not balanced,1.34,0.68,rhombohedral,-1.537,0.09,-,10.605,0,5.306,5.306,5.306,60.2,60.2,60.2,20,40.078,20,20,20,4,2,2.2,1,6.1132,1.54,1112.15,1757,14,0.647,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-0.449
CdCuO3,Cd,Cu,FALSE,not balanced,not balanced,1.31,0.68,orthorhombic,-0.669,0.148,-,10.392,0,5.213,5.355,7.447,90,90,90,48,112.411,64,48,48,5,12,1.7,1.69,8.9938,8.69,594.33,1040,22,0.232,5,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-1.105
CeCuO3,Ce,Cu,FALSE,3,3,1.34,0.54,orthorhombic,-2.156,-0.074,0,11.411,0,5.407,5.476,7.708,90,90,90,58,140.116,82,58,58,6,,2.7,1.12,5.5387,6.77,1071.15,3716,19,0.192,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,1.437
CoCuO3,Co,Cu,FALSE,3,3,0.61,0.54,cubic,-0.237,0.712,0.721,9.897,0,3.671,3.671,3.671,90,90,90,27,58.933,32,27,27,4,9,1.7,1.88,7.881,8.86,1768.15,3200,14,0.421,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-2.54
CrCuO3,Cr,Cu,FALSE,5,1,0.57,0.77,cubic,-0.663,0.935,0.628,9.999,0,3.684,3.684,3.684,90,90,90,24,51.996,28,24,24,4,6,1.9,1.66,6.7665,7.15,2130.15,2944,9,0.449,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-3.867
CsCuO3,Cs,Cu,FALSE,not balanced,not balanced,1.88,0.68,cubic,-0.291,0.708,-,12.642,0,3.983,3.983,3.983,90,90,90,55,132.905,78,55,55,6,1,3.3,0.79,3.8939,1.87,301.7,944,22,0.242,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-2.369
Cu2O3,Cu,Cu,FALSE,not balanced,not balanced,0.68,0.68,cubic,0.04,0.685,-,9.94,0,3.677,3.677,3.677,90,90,90,29,63.546,35,29,29,4,11,1.6,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-3.296
DyCuO3,Dy,Cu,FALSE,3,3,1.08,0.54,orthorhombic,-2.282,0.047,0,10.964,0.256,5.205,5.86,7.189,90,90,90,66,162.5,97,66,66,6,,2.5,1.22,5.9389,8.55,1680.15,2840,21,0.17,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,0.68
ErCuO3,Er,Cu,FALSE,3,3,1.06,0.54,orthorhombic,-2.296,0.052,0,10.81,0.269,5.179,5.849,7.137,90,90,90,68,167.259,99,68,68,6,,2.5,1.24,6.1077,9.07,1795.15,3503,16,0.168,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,0.539
EuCuO3,Eu,Cu,FALSE,3,3,1.12,0.54,orthorhombic,-1.783,0.059,-0.026,10.542,0,5.269,5.329,7.509,90,90,90,63,151.964,89,63,63,6,,2.6,1.2,5.6704,5.24,1095.15,1802,21,0.182,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,0.065
FeCuO3,Fe,Cu,FALSE,not balanced,not balanced,0.85,0.68,cubic,0.413,1.571,1.302,16.651,0,4.367,4.367,4.367,90,90,90,26,55.845,30,26,26,4,8,1.7,1.83,7.9024,7.87,1808.15,3134,10,0.449,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-11.216
GaCuO3,Ga,Cu,FALSE,not balanced,not balanced,0.62,0.68,cubic,-0.437,0.936,-,9.964,0,3.68,3.68,3.68,90,90,90,31,69.723,39,31,31,4,13,1.8,1.81,5.9993,5.91,302.91,2477,14,0.371,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-3.683
GdCuO3,Gd,Cu,FALSE,3,3,1.11,0.54,orthorhombic,-2.263,0.043,0,11.178,0,5.251,5.86,7.265,90,90,90,64,157.25,93,64,64,6,,2.5,1.2,6.1501,7.9,1585.15,3546,17,0.236,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,0.875
GeCuO3,Ge,Cu,FALSE,not balanced,not balanced,0.63,0.68,cubic,-0.4,1.056,-,10.335,0,3.725,3.725,3.725,90,90,90,32,72.64,41,32,32,4,14,1.5,2.01,7.8994,5.32,1211.45,3106,17,0.32,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-2.967
HfCuO3,Hf,Cu,FALSE,4,2,0.83,0.73,cubic,-1.456,1.17,0,9.972,0,3.681,3.681,3.681,90,90,90,72,178.49,106,72,72,6,4,2.2,1.3,6.8251,13.3,2500.15,4876,17,0.144,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-0.388
HgCuO3,Hg,Cu,FALSE,not balanced,not balanced,1.14,0.68,orthorhombic,-0.29,0.214,-,10.865,0,5.315,5.424,7.538,90,90,90,80,200.59,121,80,80,6,12,1.8,2,10.4375,13.5,234.43,630,26,0.14,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-1.611
HoCuO3,Ho,Cu,FALSE,3,3,1.12,0.54,orthorhombic,-2.288,0.051,0,10.867,0,5.195,5.84,7.163,90,90,90,67,164.93,98,67,67,6,,2.5,1.23,6.0215,8.8,1743.15,2993,29,0.165,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,0.608
InCuO3,In,Cu,FALSE,3,3,0.92,0.54,cubic,-0.724,0.52,-,10.4,0,3.732,3.732,3.732,90,90,90,49,114.818,66,49,49,5,13,2,1.78,5.7864,7.31,429.91,2345,34,0.233,5,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-1.222
IrCuO3,Ir,Cu,FALSE,3,3,0.68,0.54,cubic,0.431,1.392,0.111,10.019,0,3.686,3.686,3.686,90,90,90,77,192.217,115,77,77,6,9,1.9,2.2,8.967,22.6,2716.15,4701,25,0.131,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-6.058
KCuO3,K,Cu,FALSE,not balanced,not balanced,1.64,0.68,cubic,-0.509,0.5,-,11.323,0,3.84,3.84,3.84,90,90,90,19,39.098,20,19,19,4,1,2.8,0.82,4.3407,0.862,336.5,1032,10,0.757,4,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-1.655
LaCuO3,La,Cu,TRUE,3,3,1.36,0.54,orthorhombic,-2.237,0.027,0,11.38,0,5.414,5.47,7.686,90,90,90,57,138.905,82,57,57,6,3,2.7,1.1,5.5769,6.15,1193.15,3737,19,0.195,6,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,1.357
LiCuO3,Li,Cu,FALSE,not balanced,not balanced,0.92,0.68,cubic,-0.506,0.55,-,10.021,0,3.687,3.687,3.687,90,90,90,3,6.941,4,3,3,2,1,2.1,0.98,5.3917,0.534,453.85,1615,5,3.582,2,29,63.546,35,29,29,4,11,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,-2.175
